machine_id,time_stamp,cpu_util_precent,mem_util_percent,net_in,net_out,disk_io_percent
m_1,130,11,85,32.47,23.09,1
m_1,190,9,84,32.47,23.09,1
m_1,260,10,84,32.47,23.09,2
m_1,330,10,85,32.47,23.09,2
m_1,410,25,89,32.47,23.1,2
m_1,420,27,90,32.47,23.1,6
m_1,440,31,90,32.47,23.1,6
m_1,540,24,86,32.47,23.1,5
m_1,550,23,87,32.47,23.1,5
m_1,610,26,86,32.47,23.1,3
m_1,870,23,84,32.47,23.1,3
m_1,890,23,83,32.47,23.1,3
m_1,1100,27,87,32.48,23.1,5
m_1,1130,31,88,32.48,23.1,5
m_1,1290,26,88,32.48,23.11,4
m_1,1380,25,87,32.48,23.11,2
m_1,1390,29,87,32.48,23.11,2
m_1,1410,25,86,32.48,23.11,2
m_1,1610,32,88,32.49,23.11,2
m_1,1630,32,89,32.49,23.11,1
m_1,1650,36,89,32.49,23.11,1
m_1,1850,28,86,32.49,23.11,2
m_1,1870,29,87,32.49,23.11,2
m_1,1880,29,88,32.49,23.11,2
m_1,2000,24,86,32.49,23.11,2
m_1,2100,20,83,32.49,23.11,2
m_1,2180,15,81,32.49,23.11,2
m_1,2450,22,84,32.5,23.12,2
m_1,2610,22,88,32.5,23.12,3
m_1,2720,22,84,32.51,23.12,2
m_1,2730,21,84,32.51,23.12,2
m_1,2750,20,84,32.51,23.12,2
m_1,3190,31,84,32.51,23.12,2
m_1,3280,26,82,32.51,23.12,1
m_1,3400,28,84,32.51,23.12,2
m_1,3450,26,85,32.51,23.12,2
m_1,3460,29,85,32.51,23.12,2
m_1,3700,30,85,32.52,23.13,3
m_1,3720,29,85,32.52,23.13,3
m_1,3820,32,88,32.52,23.13,2
m_1,3880,33,89,32.52,23.13,2
m_1,3900,32,90,32.52,23.13,2
m_1,4060,23,86,32.52,23.13,4
m_1,4070,23,87,32.52,23.13,4
m_1,4260,24,84,32.52,23.13,2
m_1,4290,17,84,32.52,23.13,2
m_1,4450,16,85,32.52,23.13,1
m_1,4590,30,87,32.52,23.13,3
m_1,4850,37,84,32.53,23.14,3
m_1,4910,31,81,32.53,23.14,5
m_1,5030,29,83,32.53,23.14,3
m_1,5110,36,79,32.53,23.14,4
m_1,5160,37,80,32.53,23.14,3
m_1,5170,34,79,32.53,23.14,3
m_1,5200,34,79,32.53,23.14,3
m_1,5300,33,82,32.53,23.14,4
m_1,5320,28,78,32.53,23.14,4
m_1,5390,31,80,32.54,23.14,4
m_1,5600,42,83,32.54,23.14,1
m_1,5700,34,82,32.54,23.15,2
m_1,5840,31,80,32.54,23.15,1
m_1,5950,29,79,32.55,23.15,4
m_1,6050,23,76,32.55,23.15,3
m_1,6080,25,76,32.55,23.15,2
m_1,6150,20,75,32.55,23.15,3
m_1,6160,23,76,32.55,23.15,3
m_1,6200,22,76,32.55,23.15,1
m_1,6290,33,78,32.55,23.15,2
m_1,6410,25,78,32.55,23.15,2
m_1,6610,31,81,32.55,23.15,2
m_1,6980,28,79,32.56,23.16,2
m_1,7030,29,79,32.56,23.16,3
m_1,7060,25,78,32.56,23.16,3
m_1,7120,24,78,32.56,23.16,7
m_1,7180,24,79,32.56,23.16,9
m_1,7400,31,82,32.57,23.16,3
m_1,7460,29,80,32.57,23.16,1
m_1,7490,32,81,32.57,23.16,1
m_1,7620,35,84,32.57,23.17,2
m_1,7770,32,91,32.57,23.17,4
m_1,7910,51,88,32.58,23.17,17
m_1,7950,37,76,32.58,23.17,18
m_1,8070,42,79,32.58,23.17,4
m_1,8090,39,77,32.58,23.17,4
m_1,8160,42,77,32.58,23.17,8
m_1,8340,39,75,32.58,23.18,3
m_1,8440,27,74,32.59,23.18,4
m_1,8480,23,73,32.59,23.18,6
m_1,8510,22,73,32.59,23.18,6
m_1,8590,24,73,32.59,23.18,3
m_1,8660,25,74,32.59,23.18,4
m_1,8760,21,73,32.59,23.18,3
m_1,9040,28,74,32.59,23.18,4
m_1,9180,39,72,32.6,23.19,6
m_1,9190,38,72,32.6,23.19,6
m_1,9200,29,71,32.6,23.19,6
m_1,9260,25,70,32.6,23.19,4
m_1,9580,25,71,32.6,23.19,5
m_1,10100,22,70,32.61,23.19,2
m_1,10200,29,69,32.61,23.19,3
m_1,10240,30,69,32.61,23.19,3
m_1,10270,26,69,32.61,23.19,2
m_1,10500,23,71,32.61,23.2,1
m_1,10560,21,73,32.62,23.2,2
m_1,10720,22,71,32.62,23.2,3
m_1,10950,27,73,32.62,23.2,2
m_1,11000,29,74,32.62,23.2,3
m_1,11020,28,74,32.62,23.2,3
m_1,11050,29,74,32.63,23.2,2
m_1,11140,24,76,32.63,23.2,11
m_1,11370,22,73,32.63,23.2,2
m_1,11400,28,74,32.63,23.2,2
m_1,11680,23,69,32.64,23.21,3
m_1,11780,22,69,32.64,23.21,4
m_1,11850,25,69,32.64,23.21,2
m_1,11920,18,69,32.64,23.21,2
m_1,11980,22,72,32.64,23.21,3
m_1,12080,25,72,32.64,23.21,2
m_1,12120,27,72,32.64,23.21,2
m_1,12350,34,76,32.65,23.21,4
m_1,12500,31,75,32.65,23.21,6
m_1,12580,27,74,32.65,23.21,4
m_1,12600,27,73,32.65,23.21,5
m_1,12870,19,71,32.66,23.22,3
m_1,12930,30,71,32.66,23.22,2
m_1,12970,31,71,32.66,23.22,4
m_1,12990,30,71,32.66,23.22,4
m_1,13120,21,71,32.66,23.22,1
m_1,13140,25,71,32.66,23.22,2
m_1,13300,39,74,32.66,23.22,3
m_1,13320,37,74,32.66,23.22,3
m_1,13350,31,75,32.66,23.22,3
m_1,13480,27,75,32.66,23.22,2
m_1,13690,33,75,32.67,23.22,2
m_1,13710,32,76,32.67,23.22,2
m_1,13760,28,74,32.67,23.22,2
m_1,14140,27,76,32.68,23.22,6
m_1,14760,36,75,32.69,23.23,4
m_1,14830,35,74,32.69,23.23,6
m_1,14950,34,76,32.69,23.23,3
m_1,15200,36,77,32.7,23.24,2
m_1,15270,32,78,32.7,23.24,2
m_1,15370,33,78,32.7,23.24,6
m_1,15450,34,78,32.7,23.24,3
m_1,15510,31,78,32.7,23.24,3
m_1,15600,29,77,32.71,23.24,7
m_1,15640,39,79,32.71,23.24,7
m_1,15660,30,79,32.71,23.24,7
m_1,15690,34,79,32.71,23.24,7
m_1,15890,23,77,32.71,23.24,7
m_1,15990,22,76,32.71,23.24,5
m_1,16030,24,76,32.71,23.24,4
m_1,16110,21,76,32.71,23.24,3
m_1,16150,24,77,32.71,23.24,1
m_1,16260,28,79,32.72,23.25,5
m_1,16400,24,77,32.72,23.25,3
m_1,16460,21,76,32.72,23.25,2
m_1,22220,43,83,32.83,23.31,6
m_1,22360,68,87,32.83,23.31,4
m_1,22670,78,88,32.85,23.32,9
m_1,22710,77,87,32.85,23.32,6
m_1,22900,74,87,32.86,23.32,6
m_1,22950,71,88,32.86,23.32,6
m_1,23420,51,87,32.87,23.33,5
m_1,23500,51,85,32.87,23.33,8
m_1,23580,54,85,32.88,23.33,9
m_1,23690,54,85,32.88,23.33,9
m_1,23720,57,87,32.88,23.33,8
m_1,24000,51,87,32.89,23.33,8
m_1,24100,52,87,32.89,23.33,15
m_1,24380,42,84,32.9,23.34,13
m_1,24420,40,85,32.9,23.34,5
m_1,24540,43,85,32.9,23.34,9
m_1,24590,61,86,32.9,23.34,9
m_1,24710,48,87,32.91,23.34,11
m_1,24920,39,84,32.91,23.35,6
m_1,25040,44,82,32.92,23.35,8
m_1,25060,44,83,32.92,23.35,8
m_1,25160,38,81,32.92,23.35,13
m_1,25230,45,80,32.92,23.35,9
m_1,25300,58,83,32.92,23.35,4
m_1,25390,53,84,32.92,23.35,7
m_1,25410,53,84,32.92,23.36,7
m_1,25510,48,83,32.93,23.36,9
m_1,25520,43,83,32.93,23.36,9
m_1,25530,44,84,32.93,23.36,9
m_1,25560,46,84,32.93,23.36,10
m_1,25580,52,83,32.93,23.36,10
m_1,25840,54,84,32.94,23.37,11
m_1,25870,64,85,32.94,23.37,10
m_1,25920,63,85,32.94,23.37,9
m_1,25950,64,84,32.94,23.37,9
m_1,26150,48,87,32.94,23.37,9
m_1,26670,37,87,32.95,23.38,3
m_1,26730,50,89,32.95,23.38,7
m_1,26760,46,89,32.96,23.38,4
m_1,26780,43,89,32.96,23.38,4
m_1,26800,45,90,32.96,23.38,4
m_1,26890,47,89,32.96,23.38,3
m_1,27020,45,87,32.96,23.39,3
m_1,27060,42,86,32.97,23.39,4
m_1,27870,31,82,32.99,23.41,5
m_1,28040,39,83,32.99,23.41,6
m_1,28150,34,83,32.99,23.41,9
m_1,28340,34,83,33,23.41,6
m_1,28430,30,83,33,23.41,5
m_1,28470,34,83,33,23.41,7
m_1,28580,33,82,33,23.41,5
m_1,28670,31,83,33,23.42,4
m_1,28690,34,84,33,23.42,2
m_1,28830,42,86,33,23.42,4
m_1,28890,49,87,33.01,23.42,9
m_1,28940,45,86,33.01,23.42,5
m_1,29010,44,84,33.01,23.42,7
m_1,29140,42,79,33.01,23.42,7
m_1,29460,30,79,33.02,23.42,3
m_1,29510,26,78,33.02,23.42,3
m_1,29620,47,78,33.02,23.43,2
m_1,29960,44,80,33.02,23.43,5
m_1,29970,42,80,33.02,23.43,5
m_1,30120,35,79,33.03,23.43,3
m_1,30270,43,82,33.03,23.43,6
m_1,30330,40,81,33.03,23.43,12
m_1,30340,40,81,33.03,23.43,12
m_1,30390,33,80,33.03,23.43,12
m_1,30450,40,79,33.03,23.43,11
m_1,30470,49,80,33.03,23.43,11
m_1,30570,32,82,33.03,23.44,4
m_1,30620,32,82,33.03,23.44,3
m_1,30640,30,81,33.03,23.44,3
m_1,30740,22,78,33.03,23.44,4
m_1,30900,22,77,33.03,23.44,3
m_1,31020,29,78,33.04,23.44,2
m_1,31090,30,78,33.04,23.44,2
m_1,31380,28,78,33.04,23.44,2
m_1,31450,44,79,33.04,23.44,1
m_1,31510,36,79,33.04,23.45,1
m_1,31530,34,79,33.04,23.45,1
m_1,31610,28,80,33.04,23.45,1
m_1,31620,30,80,33.04,23.45,5
m_1,31910,30,79,33.04,23.45,1
m_1,32010,29,79,33.04,23.45,3
m_1,32020,27,79,33.04,23.45,3
m_1,32070,29,80,33.05,23.45,2
m_1,32080,30,80,33.05,23.45,2
m_1,32370,24,80,33.05,23.45,1
m_1,32380,24,79,33.05,23.45,1
m_1,32480,38,80,33.05,23.46,4
m_1,32600,17,75,33.05,23.46,4
m_1,32620,18,75,33.05,23.46,4
m_1,32660,26,76,33.05,23.46,2
m_1,32680,28,76,33.05,23.46,2
m_1,32780,22,77,33.05,23.46,1
m_1,32790,19,76,33.05,23.46,1
m_1,32850,18,77,33.05,23.46,2
m_1,33220,32,78,33.06,23.46,3
m_1,33250,28,77,33.06,23.46,2
m_1,33270,27,77,33.06,23.46,2
m_1,33280,24,76,33.06,23.46,2
m_1,33410,22,76,33.06,23.46,2
m_1,33440,20,75,33.06,23.46,3
m_1,33990,25,77,33.06,23.47,1
m_1,34170,28,79,33.07,23.47,2
m_1,34200,27,79,33.07,23.47,5
m_1,34310,24,77,33.07,23.47,5
m_1,34340,24,78,33.07,23.47,3
m_1,34440,25,77,33.07,23.47,1
m_1,34460,27,78,33.07,23.47,1
m_1,34470,26,78,33.07,23.47,1
m_1,34490,27,78,33.07,23.47,1
m_1,34530,31,78,33.07,23.47,3
m_1,34640,25,79,33.07,23.48,1
m_1,34930,36,79,33.08,23.48,3
m_1,35150,32,80,33.09,23.48,4
m_1,35250,44,81,33.09,23.48,3
m_1,35410,38,82,33.09,23.49,2
m_1,35450,35,82,33.09,23.49,2
m_1,40040,31,82,33.19,23.54,3
m_1,40110,23,81,33.19,23.54,1
m_1,40170,23,81,33.19,23.54,1
m_1,40180,24,81,33.19,23.54,1
m_1,40390,25,81,33.2,23.54,1
m_1,40520,24,80,33.2,23.55,2
m_1,40590,25,80,33.2,23.55,2
m_1,40850,42,83,33.2,23.55,1
m_1,40990,27,83,33.21,23.55,3
m_1,41000,29,83,33.21,23.55,3
m_1,41040,24,83,33.21,23.55,2
m_1,41070,27,84,33.21,23.55,2
m_1,41120,30,84,33.21,23.55,2
m_1,41130,27,84,33.21,23.55,2
m_1,41250,35,84,33.21,23.56,3
m_1,41460,26,83,33.21,23.56,2
m_1,41530,24,82,33.21,23.56,2
m_1,41540,24,82,33.21,23.56,2
m_1,41640,33,84,33.21,23.56,4
m_1,41670,34,83,33.21,23.56,4
m_1,43390,51,84,33.23,23.57,6
m_1,43630,23,84,33.23,23.58,4
m_1,43720,23,83,33.24,23.58,3
m_1,44430,28,82,33.24,23.58,3
m_1,44480,26,83,33.24,23.58,2
m_1,44510,28,83,33.24,23.58,2
m_1,44650,22,83,33.25,23.59,2
m_1,44790,22,82,33.25,23.59,2
m_1,44840,15,81,33.25,23.59,2
m_1,45000,20,83,33.25,23.59,2
m_1,45090,20,84,33.25,23.59,3
m_1,45100,17,82,33.25,23.59,3
m_1,45180,17,83,33.25,23.59,3
m_1,45330,14,82,33.25,23.59,1
m_1,45340,14,82,33.25,23.59,1
m_1,45350,19,82,33.25,23.59,1
m_1,45380,18,82,33.25,23.59,1
m_1,45400,18,82,33.26,23.59,1
m_1,47460,28,87,33.28,23.61,1
m_1,47530,32,89,33.28,23.61,4
m_1,47600,34,87,33.28,23.61,1
m_1,47660,26,86,33.28,23.61,2
m_1,47690,32,87,33.28,23.61,2
m_1,47700,30,87,33.28,23.61,4
m_1,47710,31,87,33.28,23.61,4
m_1,47720,28,87,33.28,23.61,4
m_1,56700,25,87,33.4,23.7,5
m_1,56740,44,88,33.4,23.7,5
m_1,56770,35,88,33.4,23.7,5
m_1,56780,31,88,33.4,23.7,5
m_1,56870,25,87,33.4,23.7,5
m_1,56880,25,87,33.4,23.7,4
m_1,56930,29,88,33.4,23.7,4
m_1,56950,35,88,33.4,23.7,4
m_1,56990,33,89,33.4,23.7,4
m_1,57090,49,90,33.4,23.7,4
m_1,57100,48,91,33.4,23.7,4
m_1,57170,40,91,33.41,23.7,6
m_1,57210,40,90,33.41,23.7,7
m_1,57230,37,88,33.41,23.7,7
m_1,57280,41,87,33.41,23.7,4
m_1,57400,25,85,33.41,23.71,2
m_1,57420,22,86,33.41,23.71,2
m_1,57490,24,85,33.41,23.71,2
m_1,57620,25,86,33.41,23.71,4
m_1,57740,39,87,33.41,23.71,4
m_1,57920,29,87,33.41,23.71,2
m_1,58050,30,88,33.42,23.71,4
m_1,58200,33,90,33.42,23.71,4
m_1,58240,32,90,33.42,23.71,4
m_1,58280,35,90,33.42,23.71,6
m_1,58320,26,88,33.42,23.71,6
m_1,58340,26,89,33.42,23.71,6
m_1,58590,32,89,33.42,23.72,5
m_1,58630,30,89,33.43,23.72,6
m_1,58640,38,89,33.43,23.72,6
m_1,58660,41,88,33.43,23.72,6
m_1,58770,28,89,33.43,23.72,5
m_1,58800,27,89,33.43,23.72,3
m_1,58860,25,87,33.43,23.72,5
m_1,58870,25,88,33.43,23.72,5
m_1,59070,35,89,33.43,23.72,5
m_1,59240,32,88,33.44,23.73,3
m_1,59850,35,90,33.45,23.73,3
m_1,60000,20,88,33.45,23.73,3
m_1,60140,30,89,33.45,23.73,5
m_1,60180,25,89,33.45,23.73,4
m_1,60410,20,86,33.45,23.74,2
m_1,60480,16,86,33.45,23.74,5
m_1,60620,20,87,33.46,23.74,4
m_1,60650,27,88,33.46,23.74,4
m_1,60700,22,87,33.46,23.74,4
m_1,61000,21,86,33.46,23.74,2
m_1,61090,27,87,33.46,23.74,2
m_1,61130,24,87,33.46,23.74,2
m_1,61230,33,88,33.46,23.74,5
m_1,61480,29,90,33.47,23.74,4
m_1,61500,25,89,33.47,23.74,4
m_1,61570,39,89,33.47,23.74,8
m_1,61580,38,88,33.47,23.74,8
m_1,61620,41,89,33.47,23.74,8
m_1,66480,18,88,33.52,23.78,2
m_1,66600,20,89,33.52,23.78,2
m_1,66820,16,88,33.52,23.78,1
m_1,66870,17,88,33.52,23.78,2
m_1,66960,15,88,33.52,23.78,3
m_1,67080,24,88,33.52,23.78,2
m_1,76030,24,89,33.6,23.83,2
m_1,76050,23,88,33.6,23.83,2
m_1,76090,26,88,33.6,23.83,3
m_1,76150,24,88,33.6,23.83,2
m_1,76270,24,88,33.6,23.83,1
m_1,76290,27,88,33.6,23.83,1
m_1,76300,22,88,33.6,23.83,1
m_1,76330,24,88,33.6,23.83,2
m_1,76620,18,87,33.6,23.83,2
m_1,76860,28,89,33.6,23.83,2
m_1,76870,24,88,33.6,23.83,2
m_1,77050,25,89,33.61,23.83,1
m_1,77080,28,88,33.61,23.83,1
m_1,77220,21,88,33.61,23.83,2
m_1,77310,17,88,33.61,23.83,2
m_1,77360,18,88,33.61,23.83,2
m_1,77590,24,89,33.61,23.84,2
m_1,77610,21,88,33.61,23.84,2
m_1,77640,24,88,33.61,23.84,1
m_1,77700,15,88,33.61,23.84,2
m_1,77710,23,88,33.61,23.84,2
m_1,77770,18,88,33.61,23.84,2
m_1,77790,15,88,33.61,23.84,2
m_1,77920,16,88,33.61,23.84,2
m_1,78050,26,88,33.61,23.84,2
m_1,78060,19,88,33.61,23.84,2
m_1,78100,22,88,33.61,23.84,2
m_1,78130,17,88,33.61,23.84,2
m_1,79490,46,88,33.63,23.85,6
m_1,79570,49,85,33.63,23.85,1
m_1,79660,23,84,33.63,23.85,4
m_1,79840,25,84,33.63,23.85,2
m_1,80010,18,85,33.63,23.85,1
m_1,80030,19,85,33.63,23.85,1
m_1,80290,18,83,33.63,23.85,2
m_1,80360,21,83,33.63,23.85,1
m_1,80420,17,83,33.63,23.85,1
m_1,80450,19,83,33.63,23.85,1
m_1,80520,22,83,33.63,23.85,1
m_1,80610,22,83,33.63,23.85,2
m_1,80640,20,83,33.63,23.85,2
m_1,80680,19,84,33.63,23.85,2
m_1,80710,21,83,33.63,23.85,1
m_1,80790,20,83,33.63,23.85,1
m_1,80880,16,82,33.63,23.85,1
m_1,80980,22,83,33.64,23.85,1
m_1,81000,25,83,33.64,23.85,1
m_1,81120,14,83,33.64,23.85,3
m_1,81130,22,83,33.64,23.85,3
m_1,81650,18,83,33.64,23.85,1
m_1,81750,14,83,33.64,23.85,1
m_1,81780,15,83,33.64,23.85,1
m_1,81850,17,83,33.64,23.86,1
m_1,81860,19,83,33.64,23.86,1
m_1,81870,10,83,33.64,23.86,1
m_1,81890,12,83,33.64,23.86,1
m_1,82060,18,83,33.64,23.86,2
m_1,82110,17,83,33.64,23.86,1
m_1,82390,15,83,33.64,23.86,1
m_1,82490,22,84,33.64,23.86,1
m_1,82500,19,84,33.64,23.86,1
m_1,82550,19,84,33.64,23.86,1
m_1,82650,21,85,33.64,23.86,1
m_1,82680,29,86,33.64,23.86,1
m_1,82710,20,85,33.64,23.86,1
m_1,84420,21,81,33.66,23.87,3
m_1,84680,27,83,33.66,23.87,5
m_1,84830,18,81,33.66,23.87,3
m_1,85200,15,80,33.67,23.87,1
m_1,85210,20,80,33.67,23.87,1
m_1,85220,18,80,33.67,23.87,1
m_1,85270,19,81,33.67,23.87,2
m_1,85650,18,82,33.67,23.87,46
m_1,85660,20,83,33.67,23.87,46
m_1,85730,18,82,33.67,23.87,2
m_1,86040,11,79,33.67,23.88,1
m_1,86160,14,80,33.67,23.88,1
m_1,86440,18,80,33.67,23.88,1
m_1,86510,19,81,33.68,23.88,2
m_1,86610,18,82,33.68,23.88,1
m_1,86620,16,81,33.68,23.88,1
m_1,86640,14,81,33.68,23.88,1
m_1,86760,24,82,33.68,23.88,1
m_1,86920,43,87,33.68,23.88,3
m_1,86930,45,87,33.68,23.88,3
m_1,86940,43,87,33.68,23.88,7
m_1,87020,33,85,33.68,23.88,4
m_1,87320,30,86,33.68,23.88,4
m_1,87390,28,83,33.69,23.88,3
m_1,87560,34,88,33.69,23.89,4
m_1,87600,37,90,33.69,23.89,10
m_1,87840,25,85,33.69,23.89,3
m_1,88090,23,89,33.7,23.89,1
m_1,88110,21,89,33.7,23.89,1
m_1,88190,22,84,33.7,23.89,1
m_1,88210,21,84,33.7,23.89,3
m_1,88220,20,83,33.7,23.89,3
m_1,88330,17,81,33.7,23.89,5
m_1,88420,17,81,33.7,23.89,25
m_1,88480,16,81,33.7,23.89,6
m_1,88580,15,81,33.7,23.89,1
m_1,88910,24,84,33.7,23.89,2
m_1,89000,23,84,33.7,23.9,1
m_1,89220,17,83,33.7,23.9,3
m_1,89350,36,84,33.71,23.9,3
m_1,89410,37,84,33.71,23.9,11
m_1,89440,23,84,33.71,23.9,11
m_1,89490,28,85,33.71,23.9,2
m_1,89510,23,84,33.71,23.9,2
m_1,89720,24,83,33.71,23.9,6
m_1,89730,25,83,33.71,23.9,6
m_1,89790,28,84,33.71,23.9,4
m_1,89860,23,85,33.71,23.9,4
m_1,89870,21,85,33.72,23.9,4
m_1,89950,28,87,33.72,23.9,6
m_1,90000,27,87,33.72,23.9,3
m_1,90010,28,88,33.72,23.9,3
m_1,90130,42,89,33.72,23.9,6
m_1,90230,37,90,33.72,23.91,8
m_1,90290,30,87,33.72,23.91,3
m_1,90340,30,86,33.72,23.91,3
m_1,90400,25,84,33.72,23.91,3
m_1,90470,24,82,33.72,23.91,3
m_1,90570,30,82,33.72,23.91,1
m_1,90740,21,83,33.73,23.91,1
m_1,90750,23,83,33.73,23.91,1
m_1,90790,25,84,33.73,23.91,2
m_1,90820,40,84,33.73,23.91,2
m_1,90840,26,84,33.73,23.91,4
m_1,90870,34,85,33.73,23.91,4
m_1,90940,31,85,33.73,23.91,2
m_1,91010,32,86,33.73,23.91,1
m_1,91040,49,87,33.73,23.91,3
m_1,91110,32,89,33.73,23.91,3
m_1,91160,34,89,33.73,23.91,4
m_1,91240,31,88,33.73,23.91,4
m_1,91570,23,85,33.74,23.92,1
m_1,91700,27,84,33.74,23.92,1
m_1,91750,26,84,33.74,23.92,2
m_1,91780,25,85,33.74,23.92,2
m_1,91840,29,86,33.74,23.92,6
m_1,91990,36,87,33.74,23.92,3
m_1,92000,37,87,33.74,23.92,3
m_1,92020,33,87,33.74,23.92,3
m_1,92030,33,88,33.74,23.92,3
m_1,92040,32,88,33.74,23.92,3
m_1,92190,45,90,33.74,23.92,2
m_1,92230,40,88,33.75,23.92,2
m_1,92240,36,87,33.75,23.92,2
m_1,92400,39,88,33.75,23.93,5
m_1,92490,39,87,33.75,23.93,8
m_1,92760,30,83,33.75,23.93,4
m_1,92820,26,83,33.75,23.93,3
m_1,92870,25,83,33.76,23.93,3
m_1,92910,26,84,33.76,23.93,2
m_1,92960,26,84,33.76,23.93,2
m_1,92970,28,85,33.76,23.93,2
m_1,93000,28,83,33.76,23.93,2
m_1,93090,27,81,33.76,23.93,2
m_1,93100,30,82,33.76,23.93,2
m_1,93160,27,82,33.76,23.93,3
m_1,93320,30,83,33.76,23.94,1
m_1,93350,29,83,33.76,23.94,1
m_1,93620,34,81,33.77,23.94,2
m_1,93690,32,81,33.77,23.94,6
m_1,93810,29,80,33.77,23.94,2
m_1,93950,30,82,33.78,23.94,1
m_1,94030,30,81,33.78,23.94,2
m_1,94090,31,82,33.78,23.94,1
m_1,94100,32,82,33.78,23.94,1
m_1,94270,42,81,33.78,23.94,4
m_1,94310,29,80,33.78,23.95,4
m_1,94380,63,81,33.78,23.95,5
m_1,94510,43,85,33.79,23.95,5
m_1,94570,38,86,33.79,23.95,2
m_1,94700,37,86,33.79,23.95,5
m_1,94770,29,84,33.79,23.95,4
m_1,94900,50,86,33.79,23.95,6
m_1,95170,35,88,33.8,23.96,4
m_1,95180,38,88,33.8,23.96,4
m_1,95220,37,87,33.8,23.96,5
m_1,95320,31,87,33.8,23.96,13
m_1,95350,32,88,33.8,23.96,5
m_1,95410,40,88,33.8,23.96,5
m_1,95610,33,86,33.81,23.96,2
m_1,95700,35,85,33.81,23.96,2
m_1,95800,34,86,33.81,23.96,2
m_1,96310,38,86,33.82,23.97,6
m_1,96320,34,86,33.82,23.97,6
m_1,96330,33,83,33.82,23.97,6
m_1,96410,35,83,33.82,23.97,2
m_1,96420,32,83,33.82,23.97,5
m_1,96430,38,84,33.82,23.97,5
m_1,96660,34,86,33.83,23.97,4
m_1,96780,25,81,33.83,23.97,5
m_1,96860,28,81,33.83,23.97,5
m_1,96990,25,83,33.83,23.98,3
m_1,97050,27,84,33.83,23.98,3
m_1,97120,26,83,33.84,23.98,4
m_1,97180,34,84,33.84,23.98,1
m_1,97250,35,86,33.84,23.98,3
m_1,97320,30,83,33.84,23.98,4
m_1,97500,40,86,33.84,23.98,10
m_1,97650,47,86,33.85,23.98,2
m_1,97750,47,86,33.85,23.99,6
m_1,97800,48,86,33.85,23.99,6
m_1,97840,43,87,33.85,23.99,6
m_1,97890,49,88,33.85,23.99,5
m_1,98210,35,85,33.86,23.99,4
m_1,98350,37,83,33.87,23.99,3
m_1,98510,27,83,33.88,23.99,3
m_1,98600,26,83,33.88,24,3
m_1,98650,25,82,33.88,24,4
m_1,98820,41,86,33.88,24,7
m_1,98860,45,88,33.88,24,7
m_1,98880,38,87,33.88,24,8
m_1,98920,42,87,33.88,24,8
m_1,98940,44,88,33.88,24,6
m_1,98960,39,88,33.88,24,6
m_1,99040,37,89,33.89,24,9
m_1,99110,39,89,33.89,24,7
m_1,99330,29,87,33.89,24,3
m_1,99450,26,88,33.89,24,2
m_1,99500,31,88,33.89,24,3
m_1,99520,29,88,33.9,24.01,3
m_1,99560,26,86,33.9,24.01,6
m_1,99570,27,86,33.9,24.01,6
m_1,99660,24,84,33.9,24.01,7
m_1,99670,28,83,33.9,24.01,7
m_1,99800,30,84,33.9,24.01,5
m_1,99840,30,85,33.9,24.01,3
m_1,99940,38,88,33.9,24.01,3
m_1,99950,35,87,33.9,24.01,3
m_1,99960,34,86,33.9,24.01,6
m_1,100120,28,85,33.91,24.01,3
m_1,100150,26,85,33.91,24.01,2
m_1,100360,35,87,33.91,24.01,4
m_1,100420,28,85,33.91,24.01,3
m_1,100460,28,85,33.91,24.01,4
m_1,100540,27,85,33.91,24.01,3
m_1,100630,27,83,33.92,24.01,5
m_1,100640,25,83,33.92,24.01,5
m_1,100790,30,84,33.92,24.02,3
m_1,100890,36,87,33.92,24.02,7
m_1,101060,31,86,33.93,24.02,4
m_1,101190,39,87,33.93,24.02,8
m_1,101240,33,88,33.93,24.02,6
m_1,101300,36,88,33.93,24.02,4
m_1,101350,35,87,33.93,24.02,4
m_1,101420,33,87,33.93,24.02,5
m_1,101690,28,86,33.94,24.03,6
m_1,101770,32,84,33.94,24.03,8
m_1,101820,38,85,33.94,24.03,4
m_1,102000,25,85,33.95,24.03,5
m_1,102090,28,86,33.95,24.03,3
m_1,102100,29,87,33.95,24.03,3
m_1,102210,26,85,33.95,24.03,5
m_1,102220,24,85,33.95,24.03,5
m_1,102240,24,85,33.95,24.03,4
m_1,102380,27,86,33.95,24.04,3
m_1,102410,24,86,33.95,24.04,3
m_1,102560,39,87,33.96,24.04,5
m_1,102600,29,87,33.96,24.04,3
m_1,102770,33,88,33.96,24.04,4
m_1,102780,35,87,33.96,24.04,5
m_1,102790,34,88,33.96,24.04,5
m_1,102800,33,87,33.96,24.04,5
m_1,102880,32,87,33.96,24.04,5
m_1,102900,35,88,33.96,24.04,6
m_1,102910,38,88,33.96,24.04,6
m_1,102990,33,88,33.96,24.04,5
m_1,103000,34,88,33.97,24.04,5
m_1,103090,26,87,33.97,24.04,4
m_1,103120,29,87,33.97,24.04,4
m_1,103270,32,87,33.97,24.04,2
m_1,103480,52,89,33.97,24.05,6
m_1,103490,54,87,33.97,24.05,6
m_1,103680,45,86,33.98,24.05,4
m_1,103720,50,86,33.98,24.05,4
m_1,103750,44,86,33.98,24.05,9
m_1,103950,28,85,33.98,24.06,2
m_1,104020,31,84,33.99,24.06,4
m_1,104110,38,85,33.99,24.06,3
